FID,ASSETID,INST_YR,MATERIAL,WIDTH,OWNERSHIP,CLASS1,CLASS2,NAME1,NAME2,GlobalID,LIFESTATUS,Shape_len,Shape__Length
1,TR354,2005,Gravel,,Public,Recreational,Recreational,,,{FF20F7E7-3EE1-4A25-935E-E43ABC1336DA},Active,,81.9727779546837
2,TR323,2005,Gravel,1.5,Public,Recreational,Recreational,,,{807D16CB-A3D5-4B7C-BCC2-BC179D726ADB},Active,,989.761468414357
3,TR648,2002,Gravel,2.5,Public,Recreational,Recreational,,,{9AC291BF-AB9C-4E0D-A835-9FC515C9C5B1},Active,,86.3699537500199
4,TR650,2017,Gravel,1.5,Public,Recreational,Recreational,Hubman Dog Park Access,,{DE0FC54B-1E8F-43F2-88BD-729F9865C517},Active,,43.4183604947221
5,TR649,2017,Gravel,1.5,Public,Recreational,Recreational,Hubman Dog Park Access,,{692B3292-D060-4072-837B-21514EE0115E},Active,,39.664219524714
6,TR651,2017,Gravel,1.5,Public,Recreational,Recreational,Palliser Dog Park Access,,{9B337B2B-21DF-48E2-AB2D-E3FEE5DD0028},Active,,30.598408602354
7,TR273,2002,Gravel,1.5,Public,Recreational,Recreational,Transcanada Trail,,{FE7D2E3E-DB60-4365-9D0B-6BB1F9A606C8},Active,,514.133770826429
8,TR652,2002,Gravel,1.5,Public,Recreational,Recreational,,,{1CAC6048-9680-463F-BFDF-662AECC29053},Active,,143.04741462182
9,TR654,2002,Gravel,1.5,Public,Recreational,Recreational,,,{129466CC-F4E8-4F49-ACFA-B485986498A4},Active,,94.2258178952774
10,TR657,2017,Gravel,2.5,Public,Recreational,,,,{DF505E32-4D45-4804-B30A-8BFC8BAEED93},Active,,14.7680278239818
11,TR656,2017,Gravel,2.5,Public,Recreational,,,,{5F15D1E7-C4B8-45B2-BC26-693A27E47A0B},Active,,107.78635202011
12,TR653,2018,Gravel,1.5,Public,Recreational,Recreational,,,{41E5EF82-F668-4B5A-8DE1-AE53583F8D84},Active,,30.6527401542221
13,TR655,2018,Gravel,1.5,Public,Recreational,Recreational,,,{DF2922DF-406A-4E1A-B005-9B9A483F6C58},Active,,158.869823898114
14,TR211,2002,Gravel,1.5,Public,Recreational,Recreational,,,{EF0102E2-885C-490A-9E6C-FAAEE3B29CA3},Active,,915.059907460865
15,TR662,2021,Gravel,1,Public,Recreational,Recreational,,,{C5D5BC1F-48FB-4802-BCF8-3FC5F17DC328},Active,,8.71723605721605
16,TR663,2021,Gravel,2,Public,Recreational,Recreational,,,{87238338-34B7-40E8-91F2-F6F6229FBC16},Active,,7.43577656085011
17,TR289,1992,Organic,0.5,Public,Recreational,Recreational,,,{D6DA8B7A-7DB8-4AA8-9B55-AE8BD7CC7C52},Active,,15.2928630074734
18,TR006,2000,Gravel,1.5,Public,Recreational,Recreational,,,{4F0D3355-FB09-4321-98ED-D8797855CD7E},Active,,12.3054619906803
19,TR008,2000,Gravel,1.5,Public,Recreational,Recreational,,,{30C8F211-59DD-44A1-947B-864CB8CAE842},Active,,23.1094237111441
20,TR009,2004,Gravel,1.5,Public,Recreational,Recreational,,,{2CF10038-9837-464B-8081-37D03E77E584},Active,,2.1234855611272
21,TR011,2004,Gravel,1.5,Public,Recreational,Recreational,,,{018831D1-8B6D-453B-A0C3-B26235896365},Active,,224.503997292506
22,TR012,2000,Gravel,1.5,Public,Recreational,Recreational,,,{AB7C3441-28D1-4F31-9140-553D413827E2},Active,,78.5586326337494
23,TR016,2000,Paved,2.5,Public,Recreational,Recreational,,,{0215013C-FFA8-45B7-8315-BDAB52CBC3AE},Active,,58.2005157132132
24,TR018,2000,Gravel,1.5,Public,Recreational,Shortcut,,,{266954CD-88E2-43B2-AA83-CFC6511E101E},Active,,27.6937443458487
25,TR661,2021,Gravel,1.5,Public,Recreational,Recreational,,,{E7171384-ED08-4D6A-A9CB-971D9C76FF25},Active,,48.7227808510227
26,TR020,2000,Paved,2.5,Public,Commuter,Commuter,,,{94DAFBA3-F7C0-4D47-9336-9832B0BE0ADE},Active,,161.88156857969
27,TR021,2000,Gravel,1.5,Public,Recreational,Shortcut,,,{2F8DB756-4F6A-47B2-96BB-F1C8F44AA323},Active,,57.2110952069243
28,TR022,2000,Paved,2.5,Public,Commuter,Commuter,,,{4B6E26D5-52C8-4A71-A0BD-D1656856539D},Active,,233.926994170929
29,TR023,2000,Gravel,1.5,Public,Recreational,Recreational,,,{46330777-0DC6-46DD-A468-9D0CCDB26E12},Active,,272.751649620794
30,TR030,2000,Gravel,1.5,Public,Recreational,Recreational,,,{2A95F1B9-4455-4A89-9693-4777012763E8},Active,,48.3246262418507
31,TR031,2000,Gravel,1.5,Public,Recreational,Recreational,,,{91F630FE-9CA3-4C0F-A089-B930D820ACAC},Active,,157.517917398602
32,TR033,2000,Gravel,1.5,Public,Recreational,Recreational,,,{1CF2A42E-B9A0-4CE8-9DC6-1F4D0A789798},Active,,24.3404144887121
33,TR034,2000,Gravel,1.5,Public,Recreational,Recreational,,,{B493E29D-0797-4807-B8FC-036013C83567},Active,,19.3468863885121
34,TR495,2004,Paved,1.5,Public,Recreational,Recreational,,,{CF73B0DD-ECEC-4534-8EEB-3B249609465D},Active,,699.264273667493
35,TR037,2004,Paved,1.5,Public,Recreational,Recreational,,,{611EE1EC-C8CF-45A4-B49D-0F230C15D790},Active,,1034.35800439702
36,TR039,2004,Gravel,1.5,Public,Recreational,Recreational,,,{83E3D17D-924A-4093-A200-FDD879BFB901},Active,,195.132336606614
37,TR040,2004,Gravel,1.5,Public,Recreational,Recreational,,,{40FF42BB-0397-4281-B8EF-A487CCA2C604},Active,,98.6541983016577
38,TR041,2004,Gravel,1.5,Public,Recreational,Recreational,,,{FBAD0B03-6FD9-46CC-9988-93C4956C8F11},Active,,504.491898728213
39,TR043,2004,Gravel,1.5,Public,Recreational,Recreational,,,{A41D4D12-6F15-4E4C-8E3D-DEECDF7D906C},Active,,85.1567702597452
40,TR044,2004,Gravel,1.5,Public,Recreational,Recreational,,,{FA2C7FD3-DAAB-4C8F-80FA-CBB6696EF2D5},Active,,69.5656399729213
41,TR046,2000,Paved,2.5,Public,Commuter,Commuter,,,{25186986-7508-45B9-A8E2-AB74C6349FA1},Active,,707.032169957768
42,TR047,2000,Gravel,1.5,Public,Recreational,Shortcut,,,{5470461A-7A33-4915-8FC2-78C8B40B3E94},Active,,66.2785469945514
43,TR050,2000,Gravel,1.5,Public,Recreational,Recreational,,,{FA743B05-9C49-4C50-A0E2-C8BD9E482607},Active,,147.499867293207
44,TR054,2000,Gravel,1.5,Public,Recreational,Recreational,,,{D94AB413-6E3E-4452-9963-9443D6925808},Active,,175.580650101277
45,TR055,2000,Gravel,1.5,Public,Recreational,Recreational,,,{D04B9B41-A4EE-4D68-ACCE-7163B6057615},Active,,294.743906977688
46,TR056,2000,Gravel,1.5,Public,Recreational,Recreational,,,{F36C522F-6109-4AC1-A060-74E0A9A5D028},Active,,89.3941318737218
47,TR058,2003,Gravel,1.5,Public,Recreational,Recreational,,,{1A7E27A4-362B-466F-B938-885A45EA5891},Active,,237.083740537348
48,TR060,2003,Gravel,1.5,Public,Recreational,Recreational,,,{65C604DA-0577-4871-B5F3-D05C4581132F},Active,,208.186433562302
49,TR061,2003,Gravel,1.5,Public,Recreational,Recreational,,,{DBDB7F26-F48C-4B2C-A2DC-659960A22C4F},Active,,51.7188829147256
50,TR063,2003,Gravel,1.5,Public,Recreational,Recreational,,,{CD59545C-1A25-4A04-B8B3-7A2A852E4EF4},Active,,117.014385589775
51,TR064,2003,Gravel,1.5,Public,Recreational,Recreational,,,{63F4E815-915D-448C-9BC8-929340751589},Active,,58.7684022029467
52,TR065,2003,Gravel,1.5,Public,Recreational,Recreational,,,{BDD99406-4139-4210-93E7-CC45D4106B2A},Active,,221.125784528696
53,TR066,2003,Gravel,1.5,Public,Recreational,Recreational,,,{5A25B779-874D-4BEE-92F4-7A422374C851},Active,,10.285695108415
54,TR067,2003,Gravel,1.5,Public,Recreational,Recreational,,,{F282A015-3516-4D3E-AE95-D7D955160279},Active,,546.581598664305
55,TR068,2003,Gravel,1.5,Public,Recreational,Shortcut,,,{D85123CA-6379-4C49-B66C-69C5F853D270},Active,,31.9919431579434
56,TR160,2002,Gravel,1.5,Public,Recreational,Recreational,,,{1992154C-3205-41D0-96BF-0E9AB829C09E},Active,,145.415865930742
57,TR426,2002,Gravel,1.5,Public,Recreational,Recreational,,,{AE558863-E600-4774-94B5-29D3F4DFF869},Active,,392.689989019143
58,TR660,2003,Gravel,3,Public,Commuter,Shortcut,,,{9DB9EB06-E3A2-4C1F-AE51-630E2EE08823},Active,,55.4673128569001
59,TR072,2003,Paved,2.5,Public,Recreational,Shortcut,,,{BF45BFB8-DA57-48A1-A412-0BB4C212861F},Active,,113.221573501492
60,TR076,2003,Paved,1.5,Public,Recreational,Shortcut,,,{6BE66A87-D983-4211-9ACA-FC28C0898C5F},Active,,93.1751140466895
61,TR081,2002,Gravel,1.5,Public,Recreational,Recreational,,,{31B2A193-3A97-4CDB-9A78-83C682BA5DB8},Active,,32.0314284913827
62,TR085,2002,Gravel,1.5,Public,Recreational,Recreational,,,{9AFE01B9-57A4-4795-AC77-3A244A397AB5},Active,,26.2648954858247
63,TR086,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{D59A2968-3B8C-4060-B6A4-5C284AB1839A},Active,,48.5631396602414
64,TR087,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{ACCEA5A3-4917-4A90-9AAB-EED991DAFFE4},Active,,57.5451992204286
65,TR088,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{27C78F93-3DA2-4CCC-935E-AA5C5C70C199},Active,,104.767110385568
66,TR089,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{45B9008A-6244-4D9E-95CA-817FA51146E5},Active,,111.702414344014
67,TR090,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{3E05594B-1348-436D-AFE2-8A8C0D04437B},Active,,15.5493457346018
68,TR091,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{12C0DFE6-0733-49B0-A4ED-81B2A000FD6B},Active,,29.8122743292234
69,TR092,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{A1C9C5C4-9EDA-4DBC-8A1C-42ED2DED0710},Active,,16.7112570909681
70,TR093,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{96CD9A34-7D9B-4644-90D1-5C04553A3CA6},Active,,84.0941532511563
71,TR094,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{5AEB71F8-764E-4463-AE9B-BBAE95BB0D02},Active,,52.2872762660827
72,TR095,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{66D3CA05-2FF8-4AD4-8662-E3EB06C60593},Active,,31.0622748901925
73,TR523,2014,Paved,2.5,Public,Recreational,Recreational,Trans Canada Trail,,{1BF39AE1-FE94-4D05-9523-11DF360D4AA2},Active,,81.0378843892223
74,TR098,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{1742BA29-45A9-4473-8034-8917E25F0C46},Active,,56.2126340896219
75,TR101,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{9B5585BD-1863-48F7-B7F5-18969134CE9E},Active,,26.2578341827675
76,TR103,1990,Gravel,1.5,Public,Recreational,Recreational,,,{0DA8F17B-E134-468D-ADF4-F8389859144D},Active,,317.416713776516
77,TR106,2002,Gravel,1.5,Public,Recreational,Recreational,,,{B1E66B01-FA2B-4CDC-944B-791A48C47D70},Active,,69.6075593111472
78,TR120,2002,Gravel,1.5,Public,Commuter,Commuter,,,{65DCE861-1DE0-4933-B67A-EFA722F0D628},Active,,156.24019811721
79,TR111,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{7F5EE704-40DD-421A-9A2D-8261890546B9},Active,,31.6152707803407
80,TR113,2002,Gravel,1.5,Public,Commuter,Commuter,,,{678E5785-217A-45A9-9180-53141B7B2022},Active,,145.829647627892
81,TR114,2002,Gravel,1.5,Public,Commuter,Commuter,,,{8BFECE33-90BD-43C9-9E8F-D4BF38F5BE52},Active,,53.5497314840004
82,TR115,2002,Gravel,1.5,Public,Recreational,Recreational,,,{2A1DCD0B-2068-4E6F-B7F3-BBD11DC650AD},Active,,850.591061485155
83,TR119,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{2109FB37-B051-4E4F-BB8F-53BD7F14F8E8},Active,,8.62075737363177
84,TR121,2002,Asphalt,1.5,Public,Recreational,Shortcut,,,{E0ACEB3E-7B5C-40B5-B2B6-520087E9BC79},Active,,134.150747326241
85,TR127,2002,Gravel,1.5,Public,Commuter,Shortcut,,,{1C67C53B-3DA7-43D5-904D-5813D5F387AB},Active,,52.7622277631924
86,TR133,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{150493F0-D6E0-4360-9BD8-BEAC9CF1B541},Active,,72.6272876595277
87,TR134,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{EDEC32C5-D059-4386-A37A-01140AF5EB1E},Active,,24.6511358136241
88,TR135,1994,Gravel,1.5,Public,Recreational,Shortcut,,,{1DCF6F2F-1F9F-4B5F-8014-5D2AE3AE02CB},Active,,92.1716506702512
89,TR332,2005,Gravel,,Public,Recreational,Recreational,,,{D37E4B91-8E56-4993-9BB5-EBAF25452448},Active,,198.522509197758
90,TR333,2005,Gravel,1.5,Public,Recreational,Recreational,,,{03F1E510-FF5F-4DFB-8A5C-7466A06082F1},Active,,156.824595751329
91,TR138,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{9E2E5A67-59E3-49A7-87D2-E4F54113A194},Active,,70.0013991791503
92,TR139,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{7E3C130A-866F-4DEB-A600-CA0892B2BB08},Active,,249.163817387678
93,TR140,2002,Paved,2.5,Public,Commuter,Shortcut,,,{595BEF71-8BEA-4FD1-98CF-AED4CFCC0E62},Active,,30.716115479067
94,TR141,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{626CDC5D-F4B0-4FE5-AED7-CE5CB6FA2E0B},Active,,18.4198251201775
95,TR147,2002,Paved,2.5,Public,Recreational,Recreational,,,{FD257AEF-8F99-4920-A081-E0890E05F0CA},Active,,34.4804316769204
96,TR149,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{9919CAD6-874A-4788-957F-90FB3B211DBB},Active,,26.3406645410886
97,TR153,2006,Gravel,1.5,Public,Recreational,Shortcut,,,{8B58120C-F410-451B-B94E-FD252F76E171},Active,,131.34918966713
98,TR154,2002,Gravel,1.5,Public,Recreational,Recreational,,,{789B7143-B733-4EAF-BEAD-CA120CAC21D6},Active,,173.912670612024
99,TR168,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{9B03A2C8-E384-45F0-BA70-CFD5714050F5},Active,,56.5757402347397
100,TR173,2002,Gravel,1.5,Public,Recreational,Recreational,Trans Canada Trail,,{9D9F85F3-E3BB-4098-9698-82444E7990D0},Active,,444.282631827802
101,TR174,2002,Gravel,1.5,Public,Recreational,Recreational,,,{02A31344-1F19-46EE-BEB1-70F5C265CF95},Active,,674.279852993412
102,TR521,2014,Paved,2.5,Public,Recreational,Recreational,Trans Canada Trail,,{AA921724-6AC7-4932-A9EC-1C952B642DA2},Active,,28.8997872704544
103,TR182,2002,Gravel,1.5,Public,Recreational,Recreational,,,{BA4BDA00-CFE2-468B-8711-11A3E443733D},Active,,89.0570208785545
104,TR184,2002,Gravel,1.5,Public,Recreational,Recreational,,,{BF978507-8E7C-4C50-867A-A5D0BB189DC1},Active,,44.5876804811241
105,TR188,2002,Gravel,1.5,Public,Recreational,Recreational,,,{3DB21EC8-C99A-4F83-AE16-839FD9748004},Active,,72.169191990449
106,TR117,2002,Gravel,1.5,Public,Recreational,Recreational,,,{71E12762-A9EC-4C64-96BD-BFF598D63A91},Active,,27.5694187341039
107,TR304,2002,Gravel,1.5,Public,Commuter,Shortcut,,,{890227F4-5C4D-4A12-998D-970214352C3F},Active,,76.4697865684604
108,TR194,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{9AF25B4D-3541-4D8A-909A-F754DAF00A1E},Active,,71.9831796124187
109,TR195,2002,Paved,2.5,Public,Commuter,Commuter,,,{31E1FA4B-AF5E-4F71-9559-16D048469AEE},Active,,108.233737662759
110,TR197,2002,Gravel,1.5,Public,Commuter,Commuter,,,{58B41CD0-9A69-489A-9401-0F48AF3B5871},Active,,43.7935005564197
111,TR202,2002,Gravel,2.5,Public,Recreational,Recreational,,,{2532DF3B-DF17-4F69-8284-B82E9BCB2407},Active,,1872.88496107385
112,TR203,2002,Gravel,1.5,Public,Recreational,Recreational,,,{4C99E5C6-4165-41E8-AE08-837877FE451F},Active,,534.896423311178
113,TR205,2002,Paved,2.5,Public,Commuter,Commuter,,,{67057AA9-3A40-46EA-98C2-21AA801F6DE9},Active,,34.7715678472805
114,TR335,2002,Gravel,,Public,Recreational,Shortcut,,,{53302345-6FD3-4409-B626-C44E5FE7A646},Active,,22.708666927987
115,TR214,1995,Gravel,1.5,Public,Recreational,Recreational,,,{09125826-E236-401D-9913-85879F3A9D29},Active,,127.226683223191
116,TR215,1995,Gravel,1.5,Public,Recreational,Recreational,,,{1F73A4AA-6B45-47EE-9BB4-9D15B60C3FB9},Active,,14.4139858371946
117,TR216,2002,Gravel,1.5,Public,Recreational,Recreational,,,{C33F0032-6472-4855-A996-5CECDF5A76AB},Active,,16.2594442611465
118,TR218,1994,Gravel,1.5,Public,Recreational,Shortcut,,,{8650392E-1608-4CF1-BBC2-6E6AC1566F4D},Active,,21.5102370831293
119,TR510,2000,Gravel,1.5,Public,Recreational,Recreational,,,{2CFBB654-0445-4030-8A05-09E8E496B009},Active,,146.850137847172
120,TR222,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{76954AF8-B4B4-4EC6-B6B0-3A3C30B9FA1E},Active,,37.2011458729252
121,TR223,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{7A1C9207-AF07-45BC-A068-94AAF7FC57F3},Active,,34.2295710162747
122,TR226,2000,Gravel,1.5,Public,Recreational,Shortcut,,,{DE3CC98C-9498-4E98-BC6B-6D347C202FC3},Active,,16.8867254388272
123,TR230,2000,Gravel,1.5,Public,Recreational,Shortcut,,,{F9F3972C-0552-49B1-9248-E08EAE14B593},Active,,69.8306623867808
124,TR233,2004,Paved,2.5,Public,Commuter,Commuter,Trans Canada Trail,,{8FAF2545-ABFE-4B92-8903-7A71CA2FA941},Active,,1236.18971230116
125,TR069,2003,Paved,1.5,Public,Recreational,Shortcut,,,{9E781284-50D7-4E11-B053-04E26F984F8D},Active,,83.2674290028728
126,TR116,2002,Gravel,1.5,Public,Recreational,Recreational,,,{54E8C8A6-9255-4A8A-A7E9-5E8D0DF0B4BD},Active,,536.435236134519
127,TR234,2004,Paved,2.5,Public,Commuter,Commuter,Trans Canada Trail,,{E02E3961-E6C4-481A-9331-6E9A8808EA15},Active,,746.555615744498
128,TR236,2004,Gravel,,Public,Recreational,Recreational,,,{78949C27-41C2-4966-9778-C7E992B72338},Active,,304.191520751814
129,TR336,2004,Paved,,Public,Recreational,Recreational,Trans Canada Trail,,{FF1C2784-D0AF-4278-BC92-ED21A2D8190F},Active,,24.5314775303631
130,TR237,2004,Gravel,,Public,Recreational,Recreational,,,{C51B1709-AC8F-48BF-A52C-F774E019255E},Active,,224.36691225977
131,TR238,2004,Gravel,,Public,Recreational,Recreational,,,{F2C90E98-065C-4AE6-A7EA-D786C9BDF386},Active,,190.046715795881
132,TR239,2004,Gravel,,Public,Recreational,Shortcut,,,{0D5FF93C-FE6C-478D-8597-742339E855C9},Active,,108.565352190222
133,TR240,2004,Gravel,,Public,Recreational,Shortcut,,,{ED9A137F-8957-47A5-A134-E7267F015C6F},Active,,97.382360083327
134,TR241,2000,Gravel,1.5,Public,Recreational,Recreational,,,{23D81EA5-76C9-4B5A-AA76-8050C9E201DC},Active,,160.332877767966
135,TR242,2004,Gravel,1.5,Public,Recreational,Shortcut,,,{2DD25E38-F780-494D-A8F9-4043936AA98A},Active,,53.8226162500187
136,TR243,2000,Gravel,1.5,Public,Commuter,Commuter,,,{61F64858-10EC-4714-8302-C02FAB4A87A1},Active,,167.61715500568
137,TR245,2002,Gravel,1.5,Public,Recreational,Recreational,Trans Canada Trail,,{A4995044-810D-4144-B65C-56E368D5B3A2},Active,,319.921098816187
138,TR247,2002,Gravel,1.5,Public,Recreational,Recreational,,,{12A24A47-90F7-4036-B228-473D2D996DAE},Active,,14.4094954667603
139,TR251,2002,Gravel,1.5,Public,Recreational,Shortcut,,,{3A861835-EF13-4C74-8A9A-24108EDBE33A},Active,,36.4236224801603
140,TR256,2002,Gravel,1.5,Public,Recreational,Recreational,,,{AB14CD24-6795-4046-8162-EE6B1DCF8CDA},Active,,106.260969583046
141,TR257,2006,Gravel,1.5,Public,Recreational,Recreational,,,{46DD30C2-E8DD-4260-98AE-5DAD7C40D136},Active,,239.108807862471
142,TR258,2002,Gravel,1.5,Public,Recreational,Recreational,,,{7E88B7EB-5FA0-4BB1-80FB-AF3C5664A121},Active,,136.518754425425
143,TR259,1994,Gravel,1.5,Public,Recreational,Recreational,Transcanada Trail,,{EA3FA078-A4BF-477B-B3B7-18B86A043CEC},Active,,155.722234319371
144,TR260,1999,Gravel,1.5,Public,Recreational,Shortcut,,,{49C7CF38-F743-40B0-8AFE-01B2C9925D82},Active,,144.965257041078
145,TR268,2002,Gravel,1.5,Public,Recreational,Shortcut,Transcanada Trail,,{6ECD1C47-FFE3-418A-980A-EBB2F523CDED},Active,,83.5257698940861
146,TR272,2002,Gravel,1.5,Public,Recreational,Recreational,,,{7E243A95-D9AD-4B9D-8AE0-13E31C87C769},Active,,825.186961836497
147,TR312,2002,Gravel,1.5,Public,Recreational,Recreational,,,{A2FBCB90-823E-4CE8-9DD1-FEF832045470},Active,,44.8778460292173
148,TR190,2002,Gravel,1.5,Public,Recreational,Recreational,,,{6926C8EB-CA83-4945-8FBD-2EAEEBA72F43},Active,,653.448052402937
149,TR322,2002,Gravel,1.5,Public,Recreational,Recreational,Miners Loop,,{D9B0CE5C-1D92-4927-823D-D6E24780C050},Active,,131.854515333672
150,TR320,2002,Gravel,1.5,Public,Commuter,Commuter,Miners Loop,,{8076CC6F-4E60-4327-872D-9F46E4DAAB1F},Active,,180.359951720968
151,TR104,2005,Gravel,1.5,Public,Recreational,Recreational,Miners Loop,,{A6C3F453-5307-48F4-B46C-3F38E66832C7},Active,,267.137521725099
152,TR051,2000,Gravel,1.5,Public,Recreational,Shortcut,,,{4416829E-3210-4380-AD18-FA519D472073},Active,,40.6417263484428
153,TR327,2000,Gravel,1.5,Public,Recreational,Shortcut,,,{EB38765B-9828-4F17-9F55-608B62896B89},Active,,59.4217402429772
154,TR053,2000,Gravel,1.5,Public,Recreational,Shortcut,,,{145EDD75-1C02-4C3C-9E7C-67E74F246077},Active,,77.4019669169102
155,TR344,2007,Paved,,Public,Recreational,Shortcut,,,{E51C7C52-2C21-4320-A52E-4DB7F17F0FD2},Active,,25.0433592205352
156,TR328,2000,Gravel,,Public,Recreational,Shortcut,,,{4F9CDF75-33A2-41B8-8982-F89E54F64E55},Active,,64.2118972909531
157,TR345,2006,Paved,0,Public,Commuter,Commuter,,,{7B7552B6-D8D7-4D8E-B764-3D30B94C8E7C},Active,,4512.82649956965
